user_id,speed_strategy,speed_mean_log2,speed_seconds_per_tag,speed_timestamped_assignments,pattern_strategy,pattern_vertical_strategy,pattern_count_NNNN,pattern_count_YYY,pattern_count_YYYY,pattern_vertical_count_NNNN,pattern_vertical_count_YYYY,agreement_cohens_kappa,agreement_percent_agreement
8047,LogTrimTaggingSpeed,1.852793,3.611988,490,HorizontalPatternDetection,VerticalPatternDetection,,6,31,,20,0.75,0.025429
8048,LogTrimTaggingSpeed,0.85967,1.814623,1103,HorizontalPatternDetection,VerticalPatternDetection,,2,35,,25,0.583333,0.020286
8049,LogTrimTaggingSpeed,1.072526,2.103112,531,HorizontalPatternDetection,VerticalPatternDetection,,,19,,12,0.6875,0.017893
8050,LogTrimTaggingSpeed,1.047666,2.067183,530,HorizontalPatternDetection,VerticalPatternDetection,,,17,,14,0.8125,0.028267
8055,LogTrimTaggingSpeed,0.781321,1.718704,1024,HorizontalPatternDetection,VerticalPatternDetection,,,36,,24,0.805556,0.025569
8056,LogTrimTaggingSpeed,0.714712,1.641156,223,HorizontalPatternDetection,VerticalPatternDetection,,,7,,5,0.625,0.010783
8057,LogTrimTaggingSpeed,0.875497,1.83464,263,HorizontalPatternDetection,VerticalPatternDetection,,,9,,9,0.5,0.041261
8058,LogTrimTaggingSpeed,1.138791,2.201964,994,HorizontalPatternDetection,VerticalPatternDetection,,,34,,22,0.854167,0.023264
8059,LogTrimTaggingSpeed,0.409413,1.328145,273,HorizontalPatternDetection,VerticalPatternDetection,,,12,,10,0.888889,0.025138
8060,LogTrimTaggingSpeed,1.187763,2.277992,1064,HorizontalPatternDetection,VerticalPatternDetection,,,42,,30,0.4375,0.014417
8061,LogTrimTaggingSpeed,0.730757,1.659509,1013,HorizontalPatternDetection,VerticalPatternDetection,,,33,,26,0.852631,0.021124
8062,LogTrimTaggingSpeed,1.035098,2.049253,1312,HorizontalPatternDetection,VerticalPatternDetection,,,54,,45,0.909722,0.028742
8064,LogTrimTaggingSpeed,0.759737,1.693182,237,HorizontalPatternDetection,VerticalPatternDetection,,,11,,10,1,0.028574
8066,LogTrimTaggingSpeed,0.816322,1.760911,1173,HorizontalPatternDetection,VerticalPatternDetection,,,46,,35,0.905797,0.036367
8068,LogTrimTaggingSpeed,1.132938,2.193049,559,HorizontalPatternDetection,VerticalPatternDetection,,4,25,,22,0.759028,0.035993
8070,LogTrimTaggingSpeed,0.804333,1.746338,330,HorizontalPatternDetection,VerticalPatternDetection,,,11,,9,1,0.029432
8071,LogTrimTaggingSpeed,1.04494,2.06328,859,HorizontalPatternDetection,VerticalPatternDetection,,,27,,19,0.55,0.010203
8072,LogTrimTaggingSpeed,1.209908,2.31323,1131,HorizontalPatternDetection,VerticalPatternDetection,,5,36,,30,0.162718,0.009538
8073,LogTrimTaggingSpeed,0.671364,1.592578,818,HorizontalPatternDetection,VerticalPatternDetection,,,32,,28,0.7,0.02001
8074,LogTrimTaggingSpeed,0.806258,1.74867,656,HorizontalPatternDetection,VerticalPatternDetection,,,24,,16,0.90625,0.032416
8075,LogTrimTaggingSpeed,0.948677,1.930103,1189,HorizontalPatternDetection,VerticalPatternDetection,,4,41,,30,0.888889,0.029431
8076,LogTrimTaggingSpeed,0.866454,1.823176,1277,HorizontalPatternDetection,VerticalPatternDetection,,,49,,40,0.930556,0.02281
8078,LogTrimTaggingSpeed,0.715997,1.642618,715,HorizontalPatternDetection,VerticalPatternDetection,,,23,,16,0.40625,0.009956
8079,LogTrimTaggingSpeed,1.522224,2.872335,515,HorizontalPatternDetection,VerticalPatternDetection,,,21,,17,0.916667,0.013723
8080,LogTrimTaggingSpeed,1.105618,2.15191,1181,HorizontalPatternDetection,VerticalPatternDetection,,6,35,,28,0.458333,0.01413
8081,LogTrimTaggingSpeed,0.928387,1.903146,1115,HorizontalPatternDetection,VerticalPatternDetection,,,34,,23,0.832407,0.027775
8082,LogTrimTaggingSpeed,0.988665,1.984348,1148,HorizontalPatternDetection,VerticalPatternDetection,,,49,,37,0.916667,0.029112
8083,LogTrimTaggingSpeed,1.372099,2.58847,593,HorizontalPatternDetection,VerticalPatternDetection,,,37,,28,0.841667,0.030929
8084,LogTrimTaggingSpeed,1.856657,3.621675,18,,,,,,,,0.75,0.02226
8085,LogTrimTaggingSpeed,0.727475,1.655738,624,HorizontalPatternDetection,VerticalPatternDetection,,,17,,11,0.625,0.014646
8087,LogTrimTaggingSpeed,1.183535,2.271327,1069,HorizontalPatternDetection,VerticalPatternDetection,,,40,,34,0.847826,0.022544
8088,LogTrimTaggingSpeed,0.797319,1.737869,1136,HorizontalPatternDetection,VerticalPatternDetection,,,57,,46,0.666667,0.010856
8089,LogTrimTaggingSpeed,1.049103,2.069243,816,HorizontalPatternDetection,VerticalPatternDetection,,,31,,25,0.529412,0.007787
8090,LogTrimTaggingSpeed,0.893016,1.857054,1120,HorizontalPatternDetection,VerticalPatternDetection,,3,43,,36,0.8125,0.025377
8091,LogTrimTaggingSpeed,1.447905,2.728116,647,HorizontalPatternDetection,VerticalPatternDetection,,,34,,28,0.8125,0.016275
8092,LogTrimTaggingSpeed,0.783501,1.721303,822,HorizontalPatternDetection,VerticalPatternDetection,,,42,,33,0.597222,0.023414
8093,LogTrimTaggingSpeed,0.780236,1.717412,713,HorizontalPatternDetection,VerticalPatternDetection,,,32,,27,0.058824,0.001089
8094,LogTrimTaggingSpeed,0.53892,1.452884,990,HorizontalPatternDetection,VerticalPatternDetection,,,37,,30,0.458333,0.022299
8095,LogTrimTaggingSpeed,1.285193,2.437147,186,HorizontalPatternDetection,VerticalPatternDetection,,2,9,,7,0,0
8097,LogTrimTaggingSpeed,1.65442,3.147967,40,HorizontalPatternDetection,,,,2,,,1,0.016003
8098,LogTrimTaggingSpeed,0.759253,1.692614,248,HorizontalPatternDetection,VerticalPatternDetection,,,10,,8,0.714286,0.025599
8100,LogTrimTaggingSpeed,1.074765,2.10638,1152,HorizontalPatternDetection,VerticalPatternDetection,,,49,,38,0.375,0.005798
8103,LogTrimTaggingSpeed,0.956243,1.940251,1305,HorizontalPatternDetection,VerticalPatternDetection,,,49,,37,0.958333,0.028132
8104,LogTrimTaggingSpeed,1.105576,2.151848,1164,HorizontalPatternDetection,VerticalPatternDetection,,,50,,38,0.902778,0.034843
8106,LogTrimTaggingSpeed,0.684264,1.606882,1154,HorizontalPatternDetection,VerticalPatternDetection,,,54,,42,0.875,0.027964
8107,LogTrimTaggingSpeed,0.852973,1.806219,1058,HorizontalPatternDetection,VerticalPatternDetection,,,42,,31,0.798611,0.029854
8108,LogTrimTaggingSpeed,0.922642,1.895583,1099,HorizontalPatternDetection,VerticalPatternDetection,,,49,,41,0.596939,0.0221
8109,LogTrimTaggingSpeed,1.263278,2.400405,1163,HorizontalPatternDetection,VerticalPatternDetection,,,47,,37,0.631944,0.023623
8110,LogTrimTaggingSpeed,1.119744,2.173084,120,HorizontalPatternDetection,VerticalPatternDetection,,,5,,4,0.75,0.02381
8112,LogTrimTaggingSpeed,0.813542,1.757522,1153,HorizontalPatternDetection,VerticalPatternDetection,,,50,,41,0.916667,0.020824
8115,LogTrimTaggingSpeed,0.852588,1.805737,418,HorizontalPatternDetection,VerticalPatternDetection,,,27,,22,0,0
8117,LogTrimTaggingSpeed,0.852007,1.80501,1123,HorizontalPatternDetection,VerticalPatternDetection,,,54,,44,0.637681,0.0233
8120,LogTrimTaggingSpeed,1.168638,2.247993,925,HorizontalPatternDetection,VerticalPatternDetection,,2,30,,25,0.8,0.029953
8122,LogTrimTaggingSpeed,0.678791,1.600797,1138,HorizontalPatternDetection,VerticalPatternDetection,,,44,,36,0.875,0.020851
8124,LogTrimTaggingSpeed,0.642074,1.560571,525,HorizontalPatternDetection,VerticalPatternDetection,,,23,,16,0.75,0.011317
8125,LogTrimTaggingSpeed,0.792401,1.731955,619,HorizontalPatternDetection,VerticalPatternDetection,,,24,,18,1,0.019451
8171,LogTrimTaggingSpeed,0.7786,1.715465,1103,HorizontalPatternDetection,VerticalPatternDetection,,2,51,,39,0.625,0.015617
8354,LogTrimTaggingSpeed,0.937899,1.915737,1332,HorizontalPatternDetection,VerticalPatternDetection,,,35,,23,1,0.025953
8365,LogTrimTaggingSpeed,1.405456,2.649016,343,HorizontalPatternDetection,VerticalPatternDetection,,,11,,10,0.5,0.016883
8370,LogTrimTaggingSpeed,0.789389,1.728342,1329,HorizontalPatternDetection,VerticalPatternDetection,,,51,,42,0.979167,0.042981
8371,LogTrimTaggingSpeed,1.016258,2.022666,1194,HorizontalPatternDetection,VerticalPatternDetection,,,48,,38,0.979167,0.044487
8372,LogTrimTaggingSpeed,0.884637,1.8463,1223,HorizontalPatternDetection,VerticalPatternDetection,,,54,,41,0.942708,0.042808
8373,LogTrimTaggingSpeed,0.882244,1.843241,736,HorizontalPatternDetection,VerticalPatternDetection,,,34,,28,0.96875,0.029639
8374,LogTrimTaggingSpeed,1.164605,2.241719,1269,HorizontalPatternDetection,VerticalPatternDetection,,,45,,37,0.8125,0.027922
8375,LogTrimTaggingSpeed,1.192408,2.285339,551,HorizontalPatternDetection,VerticalPatternDetection,,4,22,,18,0.4375,0.012009
8378,LogTrimTaggingSpeed,1.648985,3.136128,1184,HorizontalPatternDetection,VerticalPatternDetection,,,52,,42,1,0.039691
8379,LogTrimTaggingSpeed,0.992652,1.98984,1160,HorizontalPatternDetection,VerticalPatternDetection,,,47,,35,1,0.045678
8381,LogTrimTaggingSpeed,0.903238,1.870258,1076,HorizontalPatternDetection,VerticalPatternDetection,,,43,,36,0.858333,0.046174
8383,LogTrimTaggingSpeed,1.122734,2.177593,133,HorizontalPatternDetection,,,,4,,,1,0.038685
8384,LogTrimTaggingSpeed,1.011348,2.015794,1293,HorizontalPatternDetection,VerticalPatternDetection,,,48,,40,0.9375,0.046224
8385,LogTrimTaggingSpeed,0.721648,1.649065,1007,HorizontalPatternDetection,VerticalPatternDetection,,,33,,24,0.916667,0.030264
8386,LogTrimTaggingSpeed,0.784648,1.722673,1260,HorizontalPatternDetection,VerticalPatternDetection,,,43,,33,0.9375,0.029509
8387,LogTrimTaggingSpeed,0.647892,1.566877,1017,HorizontalPatternDetection,VerticalPatternDetection,,,36,,26,1,0.044888
8389,LogTrimTaggingSpeed,0.831006,1.778926,1140,HorizontalPatternDetection,VerticalPatternDetection,,,62,,52,0.708333,0.02679
8390,LogTrimTaggingSpeed,1.168799,2.248245,1310,HorizontalPatternDetection,VerticalPatternDetection,,,51,,38,0.972222,0.039654
8393,LogTrimTaggingSpeed,0.892024,1.855778,326,HorizontalPatternDetection,VerticalPatternDetection,,,14,,11,0.875,0.038567
8395,LogTrimTaggingSpeed,0.939666,1.918084,1078,HorizontalPatternDetection,VerticalPatternDetection,,,38,,28,0.965278,0.04622
8396,LogTrimTaggingSpeed,1.146189,2.213284,1103,HorizontalPatternDetection,VerticalPatternDetection,,2,41,,32,0.916667,0.039471
8397,LogTrimTaggingSpeed,1.218783,2.327503,1066,HorizontalPatternDetection,VerticalPatternDetection,,,48,,39,0.958333,0.037797
8398,LogTrimTaggingSpeed,0.800703,1.74195,1089,HorizontalPatternDetection,VerticalPatternDetection,,,47,,36,0.854167,0.045954
8399,LogTrimTaggingSpeed,0.837064,1.786411,1180,HorizontalPatternDetection,VerticalPatternDetection,,,54,,44,1,0.046326
8400,LogTrimTaggingSpeed,1.149997,2.219135,1082,HorizontalPatternDetection,VerticalPatternDetection,,,49,,40,0.909722,0.042742
8401,LogTrimTaggingSpeed,0.499709,1.413928,999,HorizontalPatternDetection,VerticalPatternDetection,,,50,,41,0.875,0.034586
8402,LogTrimTaggingSpeed,0.722112,1.649596,1214,HorizontalPatternDetection,VerticalPatternDetection,,,36,,29,1,0.042961
8403,LogTrimTaggingSpeed,0.835882,1.784948,587,HorizontalPatternDetection,VerticalPatternDetection,,3,29,,25,0.766026,0.048329
8405,LogTrimTaggingSpeed,0.474171,1.38912,1044,HorizontalPatternDetection,VerticalPatternDetection,,,35,,25,0.863636,0.030377
8406,LogTrimTaggingSpeed,0.688782,1.611922,1214,HorizontalPatternDetection,VerticalPatternDetection,,,48,,38,0.958333,0.041275
8407,LogTrimTaggingSpeed,1.174503,2.257152,1299,HorizontalPatternDetection,VerticalPatternDetection,,,61,,52,0.958333,0.046254
8408,LogTrimTaggingSpeed,0.828875,1.7763,1074,HorizontalPatternDetection,VerticalPatternDetection,,,30,,23,0.978261,0.038471
8409,LogTrimTaggingSpeed,1.076688,2.109188,1151,HorizontalPatternDetection,VerticalPatternDetection,,,52,,40,0.625,0.025556
8410,LogTrimTaggingSpeed,0.870892,1.828794,1329,HorizontalPatternDetection,VerticalPatternDetection,,,50,,39,0.666667,0.033147
8411,LogTrimTaggingSpeed,1.06461,2.091604,833,HorizontalPatternDetection,VerticalPatternDetection,,,32,,25,0.9375,0.019848
8413,LogTrimTaggingSpeed,0.824631,1.771082,928,HorizontalPatternDetection,VerticalPatternDetection,,,20,,15,0.944444,0.030431
8414,LogTrimTaggingSpeed,0.846018,1.797533,1285,HorizontalPatternDetection,VerticalPatternDetection,,,48,,37,0.833333,0.034255
8415,LogTrimTaggingSpeed,1.293429,2.451099,1327,HorizontalPatternDetection,VerticalPatternDetection,,,54,,44,0.9375,0.024436
8416,LogTrimTaggingSpeed,1.335322,2.523317,517,HorizontalPatternDetection,VerticalPatternDetection,,2,20,,18,0.75,0.026415
8417,LogTrimTaggingSpeed,1.274356,2.418907,1233,HorizontalPatternDetection,VerticalPatternDetection,,,36,,27,0.97619,0.028971
8418,LogTrimTaggingSpeed,0.79832,1.739075,1341,HorizontalPatternDetection,VerticalPatternDetection,,,42,,32,0.770833,0.027069
8420,LogTrimTaggingSpeed,0.688146,1.611211,1208,HorizontalPatternDetection,VerticalPatternDetection,,,42,,35,0.928571,0.031803
8421,LogTrimTaggingSpeed,0.879701,1.839994,1167,HorizontalPatternDetection,VerticalPatternDetection,,,41,,28,0.916667,0.037067
8423,LogTrimTaggingSpeed,0.990071,1.986282,1360,HorizontalPatternDetection,VerticalPatternDetection,,,57,,45,0.958333,0.038815
8424,LogTrimTaggingSpeed,0.775863,1.712214,1203,HorizontalPatternDetection,VerticalPatternDetection,,,54,,41,1,0.033116
8426,LogTrimTaggingSpeed,0.786647,1.725061,1183,HorizontalPatternDetection,VerticalPatternDetection,,,47,,40,0.895833,0.035219
8428,LogTrimTaggingSpeed,1.34814,2.545837,1250,HorizontalPatternDetection,VerticalPatternDetection,,,51,,41,0.958333,0.038815
8429,LogTrimTaggingSpeed,1.267237,2.407001,1198,HorizontalPatternDetection,VerticalPatternDetection,,,45,,34,1,0.045379
8430,LogTrimTaggingSpeed,0.524883,1.438817,1215,HorizontalPatternDetection,VerticalPatternDetection,,,43,,31,1,0.033116
8431,LogTrimTaggingSpeed,0.605618,1.52163,1146,HorizontalPatternDetection,VerticalPatternDetection,,,47,,36,0.715278,0.034214
8432,LogTrimTaggingSpeed,1.13629,2.198151,566,HorizontalPatternDetection,VerticalPatternDetection,,,20,,13,0.809524,0.030487
8433,LogTrimTaggingSpeed,0.749119,1.680766,1209,HorizontalPatternDetection,VerticalPatternDetection,,,37,,26,0.863636,0.030659
8435,LogTrimTaggingSpeed,0.782596,1.720224,1227,HorizontalPatternDetection,VerticalPatternDetection,,,44,,33,0.895833,0.035728
8436,LogTrimTaggingSpeed,0.877182,1.836784,1100,HorizontalPatternDetection,VerticalPatternDetection,,,55,,46,0.833333,0.031236
8437,LogTrimTaggingSpeed,0.451265,1.367239,1262,HorizontalPatternDetection,VerticalPatternDetection,,,55,,45,1,0.033116
8438,LogTrimTaggingSpeed,0.77456,1.710669,80,HorizontalPatternDetection,VerticalPatternDetection,,,5,,2,1,0.039724
8439,LogTrimTaggingSpeed,0.966474,1.954058,815,HorizontalPatternDetection,VerticalPatternDetection,,,33,,26,0,0
8440,LogTrimTaggingSpeed,0.698819,1.623176,1144,HorizontalPatternDetection,VerticalPatternDetection,,,44,,33,0.625,0.016551
8597,LogTrimTaggingSpeed,0.659289,1.579304,1327,HorizontalPatternDetection,VerticalPatternDetection,,,44,,32,1,0.01844
8598,LogTrimTaggingSpeed,0.996275,1.994843,1344,HorizontalPatternDetection,VerticalPatternDetection,,,46,,39,0.978261,0.019055
8600,LogTrimTaggingSpeed,0.674767,1.596339,1301,HorizontalPatternDetection,VerticalPatternDetection,,,21,,14,0.956522,0.025488
8601,LogTrimTaggingSpeed,0.342041,1.267549,1312,HorizontalPatternDetection,VerticalPatternDetection,,,65,,57,0.958333,0.021206
8602,LogTrimTaggingSpeed,0.357832,1.281498,1329,HorizontalPatternDetection,VerticalPatternDetection,,,66,,56,0.833333,0.017666
8603,LogTrimTaggingSpeed,0.235088,1.176978,679,HorizontalPatternDetection,VerticalPatternDetection,,,45,,40,0.666667,0.01359
8604,LogTrimTaggingSpeed,1.039448,2.055441,1216,HorizontalPatternDetection,VerticalPatternDetection,,,30,,22,0.9,0.026421
8606,LogTrimTaggingSpeed,0.757798,1.690908,1324,HorizontalPatternDetection,VerticalPatternDetection,,,53,,43,0.979167,0.023433
8607,LogTrimTaggingSpeed,0.791739,1.73116,1396,HorizontalPatternDetection,VerticalPatternDetection,,,76,,66,0.861111,0.020371
8608,LogTrimTaggingSpeed,0.421964,1.33975,38,HorizontalPatternDetection,,,,2,,,1,0.010811
8609,LogTrimTaggingSpeed,0.503135,1.41729,1387,HorizontalPatternDetection,VerticalPatternDetection,,2,47,,38,0.768056,0.019732
8610,LogTrimTaggingSpeed,0.799705,1.740745,1514,HorizontalPatternDetection,VerticalPatternDetection,,,44,,34,0.931818,0.015
8611,LogTrimTaggingSpeed,0.714897,1.641366,877,HorizontalPatternDetection,VerticalPatternDetection,,,38,,29,0.8125,0.015356
8612,LogTrimTaggingSpeed,1.222601,2.33367,1348,HorizontalPatternDetection,VerticalPatternDetection,,,36,,26,0.55,0.010849
8613,LogTrimTaggingSpeed,0.630535,1.548139,1284,HorizontalPatternDetection,VerticalPatternDetection,,,31,,19,0.979167,0.022294
8614,LogTrimTaggingSpeed,0.7734,1.709294,255,HorizontalPatternDetection,VerticalPatternDetection,,,12,,9,0.866667,0.01615
8615,LogTrimTaggingSpeed,0.824825,1.77132,1284,HorizontalPatternDetection,VerticalPatternDetection,,,53,,42,0.951389,0.02587
8616,LogTrimTaggingSpeed,0.760276,1.693815,1361,HorizontalPatternDetection,VerticalPatternDetection,,,75,,65,0.916667,0.014288
8617,LogTrimTaggingSpeed,0.32797,1.255246,606,HorizontalPatternDetection,VerticalPatternDetection,,,33,,31,1,0.021806
8618,LogTrimTaggingSpeed,0.655329,1.574975,784,HorizontalPatternDetection,VerticalPatternDetection,,,37,,29,0.916667,0.026617
8621,LogTrimTaggingSpeed,0.364735,1.287645,1423,HorizontalPatternDetection,VerticalPatternDetection,,,66,,57,0.909722,0.024869
8622,LogTrimTaggingSpeed,0.388568,1.309094,1130,HorizontalPatternDetection,VerticalPatternDetection,,,57,,49,0.984848,0.023227
8623,LogTrimTaggingSpeed,0.810785,1.754166,1355,HorizontalPatternDetection,VerticalPatternDetection,,,71,,63,0.888889,0.024037
8624,LogTrimTaggingSpeed,0.556468,1.470665,1032,HorizontalPatternDetection,VerticalPatternDetection,,,22,,16,0.672917,0.023218
8625,LogTrimTaggingSpeed,0.584541,1.499562,1443,HorizontalPatternDetection,VerticalPatternDetection,,,58,,49,0.986111,0.023523
8626,LogTrimTaggingSpeed,1.115576,2.166815,1311,HorizontalPatternDetection,VerticalPatternDetection,,,37,,27,0.881944,0.025756
8627,LogTrimTaggingSpeed,0.851511,1.80439,1363,HorizontalPatternDetection,VerticalPatternDetection,,,62,,48,1,0.025495
8628,LogTrimTaggingSpeed,0.793371,1.733119,1443,HorizontalPatternDetection,VerticalPatternDetection,,3,53,,43,0.848958,0.025466
8629,LogTrimTaggingSpeed,2.123964,4.358899,3,,,,,,,,0.5,0.005319
8630,LogTrimTaggingSpeed,0.706681,1.632045,1442,HorizontalPatternDetection,VerticalPatternDetection,,,24,,17,1,0.02503
8631,LogTrimTaggingSpeed,0.754407,1.686938,1446,HorizontalPatternDetection,VerticalPatternDetection,,,35,,24,1,0.025953
8632,LogTrimTaggingSpeed,0.366609,1.289319,1313,HorizontalPatternDetection,VerticalPatternDetection,,,52,,40,0.958333,0.020365
8633,LogTrimTaggingSpeed,0.708307,1.633885,175,HorizontalPatternDetection,VerticalPatternDetection,,,8,,5,1,0.033822
8634,LogTrimTaggingSpeed,0.4098,1.328501,1159,HorizontalPatternDetection,VerticalPatternDetection,,,42,,30,1,0.025484
8635,LogTrimTaggingSpeed,0.494568,1.408899,1250,HorizontalPatternDetection,VerticalPatternDetection,,,33,,22,1,0.025953
8636,LogTrimTaggingSpeed,0.667383,1.58819,1518,HorizontalPatternDetection,VerticalPatternDetection,,,38,,27,0.978495,0.018461
8637,LogTrimTaggingSpeed,0.865993,1.822594,1432,HorizontalPatternDetection,VerticalPatternDetection,,,49,,41,1,0.025953
8638,LogTrimTaggingSpeed,0.930863,1.906416,1359,HorizontalPatternDetection,VerticalPatternDetection,,,33,,26,0.869565,0.023942
8639,LogTrimTaggingSpeed,0.605389,1.521389,1061,HorizontalPatternDetection,VerticalPatternDetection,,,22,,17,0.916667,0.025881
8640,LogTrimTaggingSpeed,0.629481,1.547008,1376,HorizontalPatternDetection,VerticalPatternDetection,,,31,,23,0.956522,0.019697
8641,LogTrimTaggingSpeed,0.814217,1.758344,1424,HorizontalPatternDetection,VerticalPatternDetection,,,24,,17,0.958333,0.023115
8642,LogTrimTaggingSpeed,1.140234,2.204168,1214,HorizontalPatternDetection,VerticalPatternDetection,,,48,,39,0.930556,0.025868
8643,LogTrimTaggingSpeed,0.674252,1.595769,831,HorizontalPatternDetection,VerticalPatternDetection,,,40,,34,0.933333,0.019918
8644,LogTrimTaggingSpeed,0.750855,1.68279,1483,HorizontalPatternDetection,VerticalPatternDetection,,,33,,24,1,0.022318
8645,LogTrimTaggingSpeed,0.725666,1.653663,787,HorizontalPatternDetection,VerticalPatternDetection,,,22,,15,1,0.022351
8646,LogTrimTaggingSpeed,0.680164,1.602322,1367,HorizontalPatternDetection,VerticalPatternDetection,,,28,,15,0.979167,0.025468
8647,LogTrimTaggingSpeed,0.698137,1.622408,1151,HorizontalPatternDetection,VerticalPatternDetection,,,28,,18,1,0.021738
8648,LogTrimTaggingSpeed,1.200691,2.298497,1109,HorizontalPatternDetection,VerticalPatternDetection,,,37,,27,0.944444,0.023593
8649,LogTrimTaggingSpeed,0.825525,1.77218,1373,HorizontalPatternDetection,VerticalPatternDetection,,,35,,24,0.979167,0.025929
8650,LogTrimTaggingSpeed,0.900749,1.867036,1369,HorizontalPatternDetection,VerticalPatternDetection,,,41,,29,0.888889,0.023003
8651,LogTrimTaggingSpeed,0.853319,1.806653,1329,HorizontalPatternDetection,VerticalPatternDetection,,,48,,39,1,0.022714
8652,LogTrimTaggingSpeed,0.439523,1.356156,1145,HorizontalPatternDetection,VerticalPatternDetection,,,58,,49,0.854167,0.01463
8653,LogTrimTaggingSpeed,0.690331,1.613654,1425,HorizontalPatternDetection,VerticalPatternDetection,,,33,,25,0.861111,0.024751
8654,LogTrimTaggingSpeed,1.235476,2.35459,1355,HorizontalPatternDetection,VerticalPatternDetection,,,42,,31,1,0.021265
8655,LogTrimTaggingSpeed,0.803845,1.745748,1392,HorizontalPatternDetection,VerticalPatternDetection,,,40,,28,0.934783,0.017758
8656,LogTrimTaggingSpeed,0.595409,1.510901,1284,HorizontalPatternDetection,VerticalPatternDetection,,,55,,45,0.895833,0.019937
8657,LogTrimTaggingSpeed,0.368994,1.291452,1416,HorizontalPatternDetection,VerticalPatternDetection,,,37,,27,0.9375,0.024432
8658,LogTrimTaggingSpeed,1.048561,2.068466,684,HorizontalPatternDetection,VerticalPatternDetection,,,27,,20,0.90625,0.020626
8660,LogTrimTaggingSpeed,0.982322,1.975642,1478,HorizontalPatternDetection,VerticalPatternDetection,,,43,,33,0.923611,0.023445
8661,LogTrimTaggingSpeed,0.800914,1.742204,1366,HorizontalPatternDetection,VerticalPatternDetection,,,45,,34,0.965278,0.023105
8662,LogTrimTaggingSpeed,0.736859,1.666543,1462,HorizontalPatternDetection,VerticalPatternDetection,,,46,,38,0.958333,0.024972
8663,LogTrimTaggingSpeed,0.908717,1.877375,1447,HorizontalPatternDetection,VerticalPatternDetection,,,67,,57,1,0.021828
8664,LogTrimTaggingSpeed,0.585951,1.501028,1328,HorizontalPatternDetection,VerticalPatternDetection,,,80,,68,1,0.021269
8665,LogTrimTaggingSpeed,0.722015,1.649484,1288,HorizontalPatternDetection,VerticalPatternDetection,,,34,,24,1,0.025257
8666,LogTrimTaggingSpeed,0.588631,1.50382,1123,HorizontalPatternDetection,VerticalPatternDetection,,,41,,34,0.96875,0.022844
8667,LogTrimTaggingSpeed,0.799423,1.740405,1458,HorizontalPatternDetection,VerticalPatternDetection,,,53,,45,0.9375,0.02537
8669,LogTrimTaggingSpeed,1.224891,2.337378,860,HorizontalPatternDetection,VerticalPatternDetection,,,24,,16,0.933333,0.019504
8670,LogTrimTaggingSpeed,0.86823,1.825422,1346,HorizontalPatternDetection,VerticalPatternDetection,,,53,,43,0.958333,0.025037
8671,LogTrimTaggingSpeed,0.730378,1.659074,1501,HorizontalPatternDetection,VerticalPatternDetection,,,58,,46,0.958333,0.025374
8672,LogTrimTaggingSpeed,0.399199,1.318775,1331,HorizontalPatternDetection,VerticalPatternDetection,,,64,,55,0.9375,0.023554
8673,LogTrimTaggingSpeed,0.46658,1.381829,735,HorizontalPatternDetection,VerticalPatternDetection,,,41,,32,1,0.027324
8674,LogTrimTaggingSpeed,0.979743,1.972114,1458,HorizontalPatternDetection,VerticalPatternDetection,,,33,,23,0.944444,0.024316
8675,LogTrimTaggingSpeed,0.429013,1.346312,1209,HorizontalPatternDetection,VerticalPatternDetection,,,49,,39,1,0.026607
8676,LogTrimTaggingSpeed,0.526415,1.440345,1368,HorizontalPatternDetection,VerticalPatternDetection,,,36,,27,0.861111,0.021972
8677,LogTrimTaggingSpeed,0.735078,1.664488,1304,HorizontalPatternDetection,VerticalPatternDetection,,,52,,41,0.819444,0.020327
8678,LogTrimTaggingSpeed,0.422737,1.340468,1481,HorizontalPatternDetection,VerticalPatternDetection,,,111,,105,0.804884,0.020808
8679,LogTrimTaggingSpeed,0.833446,1.781937,1274,HorizontalPatternDetection,VerticalPatternDetection,,,26,,17,0.979167,0.024995
8681,LogTrimTaggingSpeed,0.324315,1.25207,1337,HorizontalPatternDetection,VerticalPatternDetection,,,52,,41,0.625,0.018592
8682,LogTrimTaggingSpeed,0.357737,1.281414,1234,HorizontalPatternDetection,VerticalPatternDetection,,,63,,54,1,0.022318
8683,LogTrimTaggingSpeed,0.454622,1.370424,668,HorizontalPatternDetection,VerticalPatternDetection,,,33,,26,1,0.023185
8684,LogTrimTaggingSpeed,0.124242,1.089935,1317,HorizontalPatternDetection,VerticalPatternDetection,,,93,,84,1,0.022659
8685,LogTrimTaggingSpeed,0.42104,1.338893,945,HorizontalPatternDetection,VerticalPatternDetection,,,33,,27,1,0.027246
8686,LogTrimTaggingSpeed,0.448919,1.365017,732,HorizontalPatternDetection,VerticalPatternDetection,,,50,,44,0.96875,0.022004
8687,LogTrimTaggingSpeed,0.58804,1.503203,1373,HorizontalPatternDetection,VerticalPatternDetection,,,57,,50,0.619048,0.011979
8688,LogTrimTaggingSpeed,0.49236,1.406744,1060,HorizontalPatternDetection,VerticalPatternDetection,,,20,,11,0.868421,0.014387
8689,LogTrimTaggingSpeed,1.093026,2.13321,1245,HorizontalPatternDetection,VerticalPatternDetection,,,72,,65,1,0.023193
8690,LogTrimTaggingSpeed,0.824534,1.770963,1315,HorizontalPatternDetection,VerticalPatternDetection,,,53,,41,1,0.022659
